names,indexes
GDM0,22744
GDM1,74661
GDM2,81982
GDM3,152491
GDM4,175769
GDM5,388431
GDM6,436730
GDM7,460195
GDM7GDU7,474329
GDM8,481141
GDM8GDU8,492802
GDM9,495739
GDM9GDU9,634005
GDM0,891333
GDM0GDU0,954653
GDM1,1823086
SPFB.GOLD-7.06,17180
SPFB.GOLD-8.06,17254
SPFB.GOLD-9.06,17181
SPFB.GOLD-9.07,18352
SPFB.GOLD-9.08,20039
GDU9,21128
GDU0,22888
GDU1,80324
GDU2,82319
GDU3,152609
GDU4,181300
GDU5,390011
GDU6,451620
GDU6GDZ6,457363
GDU7,467054
GDU7GDZ7,482315
GDU8,487447
GDU8GDZ8,495865
GDU9,497487
GDU9GDZ9,892978
GDU0,909108
GDU0GDZ0,1885691
GDU1,2041120
GPB1119,494792
XS1040726587,476195
GPBCBI2Y,876239
GPBCBI4Y,876240
XS0848137708,476188
XS0848137708.EU,398493
GPBI01,65986
XS0975320879,499379
GPBperp,909372
GPBM,901017
GPBMA,898915
GPBS,901018
GPBSA,898914
GPN0922,494802
GPN1123,494812
XS0830192711,476150
XS0830192711.EU,450362
XS0997544860,476194
XS0997544860.EU,398495
GR,81169
GRZ1,81070
GRZ2,82826
GRH2,81262
GRH3,83157
GRK1,80384
GRK2,81849
GRK3,152554
GRN1,80385
GRN2,82303
GRN3,152916
GRU1,80819
GRU2,82590
GRAZ,16640
GRAZG,16881
GRNT,449168
GRU,175636
P4Z3,179928
P4H4,181351
P4K4,385557
P4N3,175630
P4U3,175707
GSIE,181585
SMZ3,181577
SMZ4,398086
SMZ5,436503
SMZ6,459506
SMZ7,487569
SMZ8,497688
SMZ9,909786
SMZ0,2096778
SMH4,383550
SMH5,407048
SMH6,451502
SMH7,467432
SMH8,490839
SMH9,502454
SMH0,924997
SMM4,386149
SMM5,409361
SMM6,453997
SMM7,474532
SMM8,492908
SMM9,874114
SMM0,1617331
SMU4,388464
SMU5,419616
SMU6,456151
SMU7,481434
SMU8,496208
SMU9,897820
SMU0,1885683
GSL,81166
GSF2,81699
GSF3,152463
GSV1,81221
GSV2,82938
GSX1,81315
GSX2,83213
GSZ1,81470
GSZ2,152331
GSG2,81931
GSG3,152682
GSH2,82081
GSH3,152745
GSJ2,82211
GSJ3,152826
GSK2,82367
GSK3,152990
GSM2,82473
GSN2,82612
GSQ1,81081
GSQ2,82743
GSU1,81080
GSU2,82862
GSLU,175637
P5F4,181862
P5V3,181313
P5X3,181476
P5Z3,181634
P5G4,182546
P5H4,384108
P5M3,175629
P5N3,175774
P5Q3,175912
P5U3,179990
GSPBEX,416
GTLC,152874
XS1449458915,496312
XS1577961516,496313
XS1713473608,1938062
XS2010044381,1938063
XS2131995958,2131565
XS2249778247,2175841
GTPR,181074
GTSS,436119
GUMM,316
GUMMG,13817
GVW3,181586
VMZ3,181579
VMZ4,398085
VMZ5,436502
VMZ6,459505
VMZ7,487570
VMZ8,497689
VMZ9,909787
VMZ0,2096779
VMH4,383549
VMH5,407047
VMH6,451503
VMH7,467433
VMH8,490840
VMH9,502455
VMH0,924998
VMM4,386148
VMM5,409358
VMM6,453995
VMM7,474533
VMM8,492909
VMM9,874115
VMM0,1617332
VMU4,388466
VMU5,419614
VMU6,456153
VMU7,481435
VMU8,496209
VMU9,897821
VMU0,1885684
SPFB.GZ08-12.07,18938
G8Z8,20700
SPFB.GZ08-3.08,19687
SPFB.GZ08-6.07,18338
SPFB.GZ08-6.08,20022
SPFB.GZ08-9.07,18629
SPFB.GZ08-9.08,20280
SPFB.GZ09-12.07,18998
G9Z8,20701
SPFB.GZ09-3.08,19688
SPFB.GZ09-6.08,20023
SPFB.GZ09-9.08,20281
GLPI,2190413
GLPI,2190550
GPS,874437
GRMN,477522
GRMN,874438
GTX,498766
GTX,874442
IT,485931
IT,874493
GBPAUD,181412
GBPCAD,181388
GBPCHF,181387
GBPJPY,181386
GBPNOK,181400
GBPSEK,181405
GBPSGD,181394
GBPUSD,86
GNRC,580006
GNRC,874431
GD,462840
GD,874425
GE,419984
GIS,478896
GIS,874429
GM,462839
GCO,890515
GCO,891438
GWR,874444
GWR,571028
GHDX,902291
GHDX,903869
GNTX,2190414
GNTX,2190551
THRM,875001
THRM,578932
GPC,481545
GPC,874434
DEDOW,19490
ROCK,891179
ROCK,891472
GILD,488994
GBCI,1808132
GBCI,1809973
GKOS,912933
GKOS,913869
GBT,902400
GBT,903867
GNL,927679
GNL,927757
GPN,485939
GPN,874436
FINX,2137531
SIL,489039
GL,904186
GL,904241
GMED,874430
GMED,580969
GDDY,876307
GDDY,875317
GS,472568
GOOG-RM,2028079
GSHD,1948323
GSHD,1948172
GOSS,902071
GOSS,903871
GGG,1808133
GGG,1809974
GHC,874428
GHC,580924
LOPE,580644
LOPE,874538
GVA,581297
GVA,874443
GTN,912643
GTN,913871
GDOT,874426
GDOT,580940
GSKY,902219
GSKY,903872
GBX,874424
GEF,874427
GEF,580462
GO,2190415
GO,2190552
GPI,580799
GPI,874435
GRUB,875302
GRUB,876309
GSH,496515
GSH,874439
GH,901975
GH,903868
CQQQ,489034
GWRE,571148
GWRE,874445
HRB,478902
HRB,874465
FUL,874423
FUL,581156
HALS,19646
HALSG,21594
HBEN,239
HBENG,15197
HBENP,690
HBENPG,15198
HCA,489027
HCA,478899
HCP,478901
HCP,874452
HDS,901657
HDS,903874
HEI,1808134
HIMC,241
HIMCG,16000
HIMCP,242
HIMCPG,16115
HKDCB,498827
HKDRUB_TOD,399728
HKDRUB_TOM,399729
HKDRUBTODTOM,399727
HMBO,414299
HWM,1679337
HPQ-RM,2139242
HPQ,477517
HSIF,82700
3BF3,152370
3BF4,182269
3BF5,399624
3BF6,450569
3BF7,466625
3BV2,83265
3BV3,181098
3BV4,390740
3BV5,436301
3BV6,459195
3BX2,83264
3BX3,181346
3BX4,398153
3BX5,436833
3BX6,460777
3BZ2,83142
3BZ3,181728
3BZ4,398444
3BZ5,449199
3BZ6,462759
3BG3,152641
3BG4,383556
3BG5,407417
3BG6,453202
3BH3,152777
3BH4,385023
3BH5,408778
3BH6,453479
3BJ3,152892
3BJ4,385420
3BJ5,409278
3BJ6,453819
3BK3,153043
3BK4,386406
3BK5,414263
3BK6,454336
3BM2,82702
3BM3,153118
3BM4,386465
3BM5,414555
3BM6,454788
3BN2,82701
3BN3,175646
3BN4,388362
3BN5,419517
3BN6,455224
3BQ2,82887
3BQ3,175838
3BQ4,388514
3BQ5,420741
3BQ6,456374
3BU2,82698
3BU3,177514
3BU4,389939
3BU5,435339
3BU6,457240
RTS.HTCM,317
RTS.HTCMP,318
HUFCB,498826
HYDR,19918
HYDR,81025
HYDR,22516
HYZ8,20374
HYZ9,21761
HYZ0,35352
HYZ1,80983
HYZ2,82654
HYZ3,175877
HYZ4,388399
HYZ5,419665
HYZ6,456150
HYZ7,481299
HYZ8,495883
HYZ9,892979
HYZ0,1823143
HYH9,20799
HYH0,22558
HYH1,74358
HYH2,81316
HYH3,83201
HYH4,181446
HYH5,398003
HYH6,436549
HYH7,459617
HYH8,487518
HYH9,497540
HYH0,909150
HYH1,2048017
HYM9,20982
HYM0,22739
HYM1,74658
HYM2,81984
HYM3,152564
HYM4,182586
HYM5,407185
HYM6,451535
HYM7,467485
HYM8,490796
HYM9,502297
HYM0,924898
SPFB.HYDR-9.08,20229
HYU9,21138
HYU0,35161
HYU1,80362
HYU2,82340
HYU3,152981
HYU4,385811
HYU5,409490
HYU6,454036
HYU7,474241
HYU8,492841
HYU9,874077
HYU0,931999
HYDRG,19945
HAE,875503
HAE,876311
HAL,462881
HAL,874448
HALO,912284
HALO,913872
HLNE,1948325
HLNE,1948174
HBI,481544
HBI,874451
HIS,111
THG,1810012
HOG,477520
HOG,874460
HRS,477513
HRS,874467
HSC,913093
HSC,913876
HIG,874456
HAS,477521
HAS,874449
HE,2190416
HE,2190553
HA,875951
HA,876310
HHR,1705536
HHR,1705550
$DJUSHC,18984
HIIQ,901988
HIIQ,903876
HQY,571070
HQY,874464
HCSG,571670
HCSG,874453
HTA,2190554
HTA,2190417
PEAK,916909
PEAK,916978
HEI,1809975
HEI,947231
HP,481542
HP,874462
HEN3,947234
HEN3@DE,2008884
HSIC,481541
HSIC,874468
HCCI,891239
HCCI,891440
MLHR,875304
MLHR,876324
HRTX,912900
HRTX,913875
HSKA,912828
HSKA,913877
HES,462837
HES,874454
HPE,477518
HPE,874463
HPQ,18068
HXL,579280
HXL,874474
HIBB,912631
HIBB,913874
HRC,1809976
HRC,1808135
HGV,891133
HGV,891441
HLT,485936
HLT,874458
HKDUSD,181420
HFC,570907
HFC,874455
HOLX,485935
HOLX,874461
HD,18063
HON,462836
HKDOW,19483
HZNP,489025
HRL,477515
HRL,874466
HST,478903
HST,874469
TWNK,913940
TWNK,912673
HLI,1948324
HLI,1948173
HHC,913873
HWM,1679315
HNP,496514
HNP,874459
HTHT,495351
HTHT,874471
HUBG,874472
HUBG,578986
HUBS,902592
HUBS,903877
HUBB,1809977
HUBB,1808136
HUFUSD,181421
HUM,478904
HUM,874473
HBAN,485937
HBAN,874450
HII,571540
HII,874457
HURN,891205
HURN,891442
H,874447
H,571690
IAA,2190418
IAA,2190555
IAC,891208
IAC,891443
IBM,18069
IBM-RM,2190355
IBSG,20501
IBVS,82707
1BV2,82705
1BV3,175886
1BV4,386457
1BV5,414361
1BV6,456116
1BZ2,82962
1BZ3,181323
1BZ4,388486
1BZ5,420649
1BZ6,457987
1BG3,152348
1BG4,181522
1BG5,390024
1BG6,436176
1BG7,462222
1BJ3,152639
1BJ4,181662
1BJ5,398372
1BJ6,451603
1BM3,152830
1BM4,383554
1BM5,407302
1BM6,453738
1BQ2,82706
1BQ3,175622
1BQ4,385370
1BQ5,409181
1BQ6,454514
ICFI,1948175
ICFI,1948326
IBN,458600
IBN,874476
ICUI,890825
ICUI,891444
IDA,1948177
IDA,1948328
IEX,1808137
IEX,1809978
IDXX,485934
IDXX,874479
IDVP,409362
IFCAEC,65721
IFCAING,16685
IFCAMC,65722
IFCATC,65720
IGMS,1948178
IGMS,1948329
IGST,15014
IGSTG,16524
IGSTP,15015
IGSTPG,16525
INFO,485932
INFO,874483
IIVI,875652
IIVI,876313
RTS.IKIK,426
ILSO,16228
ILSOG,16238
IMOEX,420450
IMOEX2,1900253
NARI,2190569
INCMVI,20720
INN1,947267
INGR,1660053
INRCB,498829
IBM,419845
ITGS01,491663
IPGP,571321
IPGP,874489
IQV,875438
IQV,876314
IRAO,20526
IRAO,80787
IRZ0,2110938
IRH1,2110939
IRAOG,20527
IRGZ,319
IRGZG,410
IRKT,15540
IRKTG,15885
ISBNK0424,922974
ISKJ,82098
ITT,1808138
ITT,1809979
IVEN,17152
IVENG,17118
IVENP,17153
IVENPG,17119
IVGR,16419
IVGRG,16526
IVGRP,16463
IVGRPG,16527
IVSB,16476
IVSBG,16746
IVSBP,16477
IVSBPG,16747
RTS.IVTL,244
RTS.IVTLP,245
RTS.IZHZ,320
RTS.IZHZP,321
IBE1,950485
ITW,462834
ITW,874494
ILMN,478905
ILMN,874481
IMMU,903290
IMMU,903878
INMD,2190422
INMD,2190559
NARI,2190433
INCY,485933
INCY,874482
INDB,1948179
INDB,1948330
IBTX,2190557
IBTX,2190420
IXD1,951886
$DJUSIG,18979
XLI,492931
$DJUSIN,18977
IFX,947244
IFX@DE,2008882
IR,481537
IR,874490
NGVT,890852
NGVT,891462
INGR,571241
INGR,874485
IOSP,1948180
IOSP,1948331
IIPR,2190421
IIPR,2190558
INGN,874484
INGN,570767
IPHI,912647
IPHI,913881
NSIT,579699
NSIT,874613
NSP,579752
NSP,874614
INSP,913582
INSP,913878
IBP,876194
IBP,876312
INST,913124
INST,913879
PODD,902367
PODD,903901
$DJUSIR,18993
IP,22141
ITGR,913425
ITGR,913882
IART,571627
IART,874475
INTC-RM,2028093
INTC,19069
INTC,419820
NTLA,913338
NTLA,913902
IPAR,580795
IPAR,874487
IDCC,580208
IDCC,874478
IBKR,2190556
IBKR,2190419
ICPT,1948176
ICPT,1948327
ICE,874477
ICE,481540
IFF,874480
IFF,481539
IP,478907
IPG,874488
IES,947239
ITCI,2190562
ITCI,2190425
INTU,478906
INTU,874486
ISRG,481536
ISRG,874492
CQQQ,498049
PZD,910260
DBO,501662
PSJ,2137512
PCY,498047
PGF,2137523
IVZ,874495
IVZ,478909
QQQ,500510
PSCH,501663
TAN,2137534
BAB,498048
PHO,910223
PBW,2188762
NVTA,903327
NVTA,903895
INVH,2190423
INVH,2190560
IONS,890920
IONS,891445
IOVA,912353
IOVA,913880
IRDM,2190561
IRDM,2190424
IRM,478908
IRM,874491
ITDOW,19484
ITRI,891123
ITRI,891446
JJSF,1948182
JJSF,1948333
JNJ-RM,2190356
JBHT,462833
JBHT,874496
SJM,874945
J,925318
JD,458719
JD,874500
JELD,901813
JELD,903880
JNOS,246
JNOSG,16215
JNOSP,12950
JNOSPG,15199
RTS.JOLE,837
YY,458716
JPM,462831
JPM,18074
JPYCB,498850
JPYRUB_TOD,502049
JPYRUB_TOM,883589
JPYRUBTODTOM,883588
ABBN,483895
ABBN.IND,483896
JBL,2190426
JBL,2190563
JKHY,570846
JKHY,874502
JACK,1809980
JACK,1808139
JEC,462832
J,925230
JPDOW,19492
FXY,19114
JEF,495349
JEF,874501
JBSS,580304
JBSS,874497
JBT,1948181
JBT,1948332
JNJ,18073
JNJ,419800
JCI,485930
JCI,874498
JOUT,874505
JOUT,580455
KZTK,592852
JLL,571688
JLL,874503
JPYUSD,181450
JNPR,489021
JNPR,478910
LRN,913886
LRN,912937
RTS.KABB,911
RTS.KAGS,16809
KAGSG,16847
KAPM,18434
KAZT,20859
KAZTG,20865
KAZTP,20861
KAZTPG,20866
KBH,2190427
KBH,2190564
KBSB,82766
KBTK,35282
KBTKG,35288
KCHE,249
KCHEG,15549
KCHEP,20422
KCHEPG,20433
RTS.KCHS,250
RTS.KCHSP,251
KRBN,1990082
KGKC,83255
KGKCP,152349
KGOK,16821
KGOKG,17484
KGSCB,498832
KGTS,253
KGTSG,15333
KHEL,254
KHELG,16088
KIRE,255
KIREG,922
KIREP,256
KIREPG,15596
RTS.KIRT,257
KIRZ,258
KIRZG,15847
KISB,16995
KISBG,17023
KISBP,16996
KISBPG,17024
KKR,489008
KKR,2190428
KLAC,478914
KLAC,874516
KLEN,924
KLENG,15977
KLGR,16421
KLGRG,16347
KLNA,15719
RTS.KLNA01,675
KLNAG,15913
KLSB,16478
KLSBG,16273
KMAZ,322
KMAZG,15214
KMEZ,152708
KMTZ,18275
RTS.KNFT,259
KNFTG,809
RTS.KNFTP,260
KOEN,688
KOENG,15519
KOENP,15020
KOENPG,15254
KOGK,17968
KOGKG,17958
KOGR,17165
KOGRG,17305
KOGRP,17166
KOLE,323
KOLEG,16032
KOLEP,324
KOLEPG,16043
KOMM,18182
KOMMG,18193
KOMR08,65743
KMLC01,487289
KMLC01.IND,487290
KOPK,16868
KOPKG,17009
KOSB,17410
KOSBG,18209
KOSBP,17411
KOSBPG,17636
KOSG,17062
KOSGG,17592
KOSGP,17063
KOSGPG,17981
KOSPI,19593
KRGE,261
KRGEG,14023
KRGEP,708
KRGEPG,15200
KRGR,17262
KRGRP,17263
KRKN,263
KRKNG,15347
KRKNP,696
KRKNPG,15348
KRKO,265
KRKOG,16059
KRKOP,266
KRKOPG,16058
KRNG,325
KRNGG,15806
KRNGP,326
KRNGPG,16197
KROT,267
KROTG,16062
KROTP,686
KROTPG,16528
KRSB,21115
KRSBG,21967
KRSBP,21170
KRSBPG,22543
KRSG,327
KRSGG,15996
RTS.KRVB,270
KRWCB,498849
KSGRG,75093
RTS.KSGS,842
KSGSG,917
KTGR,16434
KTGRG,16291
KTGRP,16437
KTGRPG,16292
KTINAR,66073
KTINARG,21160
KTSB,16479
KTSBG,16467
KTSBP,16480
KTSBPG,16468
KUBE,328
KUBEG,15535
KUBN,329
KUBNG,15492
KUBNP,330
KUBNPG,15514
KUEN,17156
KUENG,17120
KUENP,17157
KUENPG,17121
KUGR,16422
KUGRP,16441
KUNF,81603
KUNFG,81604
KUOS,15229
KUOSG,15488
KUSB,16442
KUSBG,16356
KUSBP,16443
KUSBPG,16578
KUSTP,82106
KUZB,83168
KZBE,331
KZBEG,15322
KZMS,15195
KZMSG,16106
KZOS,272
KZOSG,15798
KZOSP,82752
KZRS,19565
KZRSG,19566
KZTCB,498830
KZTRUB_FWD,497644
KZTRUB_SPT,497645
KZTRUB_TOD,497646
KZT000000TOM,182448
KZTRUB_TOM,497647
KZTRUBTODTOM,497643
KZTRUB_TOM1M,497649
KZTRUB_TOM1W,497650
KZTRUB_TOM2M,497651
KZTRUB_TOM2W,497652
KZTRUB_TOM3M,497653
KZTRUB_TOM6M,497654
KZTRUB_TOM1D,497648
KAI,1948334
KAI,1948183
KALU,579768
KALU,874508
KSU,462829
KSU,874521
KRTX,1948187
KRTX,1948338
BBG00XH4W3N3,2158478
KCEL,592857
K,478912
K,874507
KMPR,1808140
KMPR,1809981
KMT,875575
KMT,876317
PPX,950792
KDP,496518
KDP,874509
KEY,478913
KEY,874512
KEYS,874513
KEYS,570775
KMB,478915
KMB,874517
KIM,481535
KIM,874515
KMI,874518
KMI,462830
KNSL,1948185
KNSL,1948336
KEX,580700
KEX,874511
KRG,927680
KRG,927758
KNX,876318
KNX,875299
KOD,1948337
KOD,1948186
AHOG,952553
PHI1,948774
KTB,888871
KTB,889808
KEP,458712
KEP,874510
KFY,875796
KFY,876316
KHC-RM,2190357
KWEB,489035
KR,874520
KRYS,1948188
KRYS,1948339
LB,478920
LB,874524
LOR,954163
LLL,462828
LLL,874534
LHX,898428
LHX,898537
LCII,1948190
LCII,1948341
LEKZ,16021
LEKZG,17537
LENO03,65731
LPL,874540
LPL,458709
LGIH,890854
LGIH,891448
LHCG,891449
LHCG,890958
LIEN,17149
LIENG,17553
LIFE,74616
LISM,1018
LKOH,17453
LKOH,332
LKOH,22427
SPFB.LKOH-12.02,1120
SPFB.LKOH-12.03,14018
SPFB.LKOH-12.04,15761
SPFB.LKOH-12.05,16157
SPFB.LKOH-12.06,17197
SPFB.LKOH-12.07,17330
LKZ8,19029
LKZ9,17862
LKZ0,35348
LKZ1,80954
LKZ2,82336
LKZ3,152968
LKZ4,385544
LKZ5,419664
LKZ6,456141
LKZ6LKH7,459600
LKZ7,467486
LKZ7LKH8,487519
LKZ8,490797
LKZ8LKH9,497541
LKZ9,502298
LKZ9LKH0,909658
LKZ0,924903
LKZ0LKH1,2053920
SPFB.LKOH-3.03,1145
SPFB.LKOH-3.04,15272
SPFB.LKOH-3.05,15829
SPFB.LKOH-3.06,16449
SPFB.LKOH-3.07,16957
SPFB.LKOH-3.08,19044
LKH9,19673
LKH0,21811
LKH1,74347
LKH2,81180
LKH3,82650
LKH4,181445
LKH5,398006
LKH6,436550
LKH7,459616
LKH7LKM7,467487
LKH8,474242
LKH8LKM8,490798
LKH9,492842
LKH9LKM9,502299
LKH0,874078
LKH0LKM0,925405
LKH1,932011
SPFB.LKOH-6.03,13811
SPFB.LKOH-6.04,15446
SPFB.LKOH-6.05,15924
SPFB.LKOH-6.06,16724
SPFB.LKOH-6.07,17898
SPFB.LKOH-6.08,18318
LKM9,20811
LKM0,22510
LKM1,74667
LKM2,81302
LKM3,83209
LKM4,181738
LKM5,407184
LKM6,451534
LKM7,465371
LKM7LKU7,474243
LKM8,481300
LKM8LKU8,492843
LKM9,495884
LKM9LKU9,874079
LKM0,892980
LKM0LKU0,1602653
LKM1,1823128
SPFB.LKOH-9.02,1119
SPFB.LKOH-9.03,13915
SPFB.LKOH-9.04,15570
SPFB.LKOH-9.05,16031
SPFB.LKOH-9.06,16990
SPFB.LKOH-9.07,17111
SPFB.LKOH-9.08,20045
LKU9,21130
LKU0,22752
LKU1,80329
LKU2,81974
LKU3,152537
LKU4,181643
LKU5,409492
LKU6,454037
LKU6LKZ6,457369
LKU7,465369
LKU7LKZ7,481301
LKU8,487520
LKU8LKZ8,495885
LKU9,497542
LKU9LKZ9,892981
LKU0,909165
LKU0LKZ0,1885695
LKU1,2048029
LKOH04,19867
LKOHG,399
RTS.LKOHP,333
LKOHPG,400
RTS.LKOHS,678
LKQ,485929
LKQ,874533
RTS.LMTZ,274
LNTA,385597
RTS.LNTC,275
LNTCG,14003
RTS.LNTCP,276
LNTCPG,15324
LNZL,82769
LNZLP,82770
LOMO,278
LOMOG,16194
LOMOP,280
LOMOPG,16575
LPGR,16402
LPGRG,16403
LPLA,1808144
LPLA,1809985
LPSB,16481
LPSBG,16748
LSNG,334
LSNGG,14000
LSNGP,335
LSNGPG,14001
LSNR,22489
LSRG,19634
LSRGG,19639
LTCBTC,484423
LTCEUR,484422
LTCUSD,484428
XS2159874002,1822352
LUK0423,909433
LUK1126,909379
LUK1120,909439
XS0304274599,499339
LVHK,152514
MOH,948703
LH,478921
LH,874530
LRCX,478924
LRCX,874541
LW,1808146
LW,1809987
LANC,1808141
LANC,1809982
LSTR,1808145
LSTR,1809986
LNTH,912326
LNTH,913884
LVS,571284
LVS,874545
ILF,19140
LSCC,2190430
LSCC,2190566
LEA,571211
LEA,874525
LEGH,902572
LEGH,903881
LM,481532
LM,874536
LEG,481534
LEG,874527
LDOS,1808142
LDOS,1809983
TREE,890433
TREE,891488
LEN,874528
LEN,481533
LII,571652
LII,874531
LUK,481531
LUK.IND,481722
LVLT,478925
LVLT.IND,479349
LEVI,891447
LEVI,890791
QRTEA,903905
LGND,903082
LGND,903882
CL,18948
Light.10.Apr,19383
Light.11.Apr,19395
Light.12.Apr,19407
Light.13.Apr,20192
Light.14.Apr,21464
Light.15.Apr,408421
Light.16.Apr,408433
Light.17.Apr,408445
Light.18.Apr,485793
Light.19.Apr,485805
Light.20.Apr,485817
Light.21.Apr,485829
Light.22.Apr,485841
Light.23.Apr,495185
Light.24.Apr,883941
Light.25.Apr,1821927
Light.10.Aug,19387
Light.11.Aug,19399
Light.12.Aug,19411
Light.13.Aug,20766
Light.14.Aug,22550
Light.15.Aug,408425
Light.16.Aug,408437
Light.17.Aug,408449
Light.18.Aug,485797
Light.19.Aug,485809
Light.20.Aug,485821
Light.21.Aug,485833
Light.22.Aug,487599
Light.23.Aug,498515
Light.24.Aug,909686
Light.25.Aug,2056691
Light.09.Dec,19379
Light.10.Dec,19391
Light.11.Dec,19403
Light.12.Dec,19824
Light.13.Dec,21024
Light.14.Dec,22814
Light.14.Dec,66831
Light.15.Dec,408429
Light.16.Dec,408441
Light.17.Dec,408453
Light.18.Dec,485801
Light.19.Dec,485813
Light.20.Dec,485825
Light.21.Dec,485837
Light.22.Dec,491511
Light.23.Dec,546866
Light.24.Dec,927470
Light.10.Feb,19381
Light.11.Feb,19393
Light.12.Feb,19405
Light.13.Feb,20017
Light.14.Feb,21151
Light.15.Feb,408419
Light.16.Feb,408431
Light.17.Feb,408443
Light.18.Feb,485791
Light.19.Feb,485803
Light.20.Feb,485815
Light.21.Feb,485827
Light.22.Feb,485839
Light.23.Feb,493487
Light.24.Feb,874141
Light.25.Feb,1606470
Light.10.Jan,19380
Light.11.Jan,19392
Light.12.Jan,19404
Light.13.Jan,19912
Light.14.Jan,21108
Light.15.Jan,408418
Light.16.Jan,408430
Light.17.Jan,408442
Light.18.Jan,485790
Light.19.Jan,485802
Light.20.Jan,485814
Light.21.Jan,485826
Light.22.Jan,485838
Light.23.Jan,492244
Light.24.Jan,578758
Light.25.Jan,929535
Light.10.Jul,19386
Light.11.Jul,19398
Light.12.Jul,19410
Light.13.Jul,20561
Light.14.Jul,22499
Light.15.Jul,408424
Light.16.Jul,408436
Light.17.Jul,408448
Light.18.Jul,485796
Light.19.Jul,485808
Light.20.Jul,485820
Light.21.Jul,485832
Light.22.Jul,485844
Light.23.Jul,498514
Light.24.Jul,904327
Light.25.Jul,2017857
Light.10.Jun,19385
Light.11.Jun,19397
Light.12.Jun,19409
Light.13.Jun,20483
Light.14.Jun,22443
Light.15.Jun,408423
Light.16.Jun,408435
Light.17.Jun,408447
Light.18.Jun,485795
Light.19.Jun,485807
Light.20.Jun,485819
Light.21.Jun,485831
Light.22.Jun,485843
Light.23.Jun,498513
Light.24.Jun,899028
Light.25.Jun,1948267
Light.10.Mar,19382
Light.11.Mar,19394
Light.12.Mar,19406
Light.13.Mar,20104
Light.14.Mar,21169
Light.15.Mar,408420
Light.16.Mar,408432
Light.17.Mar,408444
Light.18.Mar,485792
Light.19.Mar,485804
Light.20.Mar,485816
Light.21.Mar,485828
Light.22.Mar,485840
Light.23.Mar,494644
Light.24.Mar,882235
Light.25.Mar,1706375
Light.10.May,19384
Light.11.May,19396
Light.12.May,19408
Light.13.May,20366
Light.14.May,21921
Light.15.May,408422
Light.16.May,408434
Light.17.May,408446
Light.18.May,485794
Light.19.May,485806
Light.20.May,485818
Light.21.May,485830
Light.22.May,485842
Light.23.May,498512
Light.24.May,893302
Light.25.May,1890773
Light.10.Nov,19390
Light.11.Nov,19402
Light.12.Nov,19698
Light.13.Nov,20967
Light.14.Nov,22731
Light.15.Nov,408428
Light.16.Nov,408440
Light.17.Nov,408452
Light.18.Nov,485800
Light.19.Nov,485812
Light.20.Nov,485824
Light.21.Nov,485836
Light.22.Nov,490858
Light.23.Nov,502437
Light.24.Nov,925414
Light.10.Oct,19389
Light.11.Oct,19401
Light.12.Oct,19622
Light.13.Oct,20930
Light.14.Oct,22685
Light.15.Oct,408427
Light.16.Oct,408439
Light.17.Oct,408451
Light.18.Oct,485799
Light.19.Oct,485811
Light.20.Oct,485823
Light.21.Oct,485835
Light.22.Oct,489446
Light.23.Oct,500497
Light.24.Oct,917180
Light.25.Oct,2160707
Light.10.Sep,19388
Light.11.Sep,19400
Light.12.Sep,19412
Light.13.Sep,20868
Light.14.Sep,22641
Light.15.Sep,408426
Light.16.Sep,408438
Light.17.Sep,408450
Light.18.Sep,485798
Light.19.Sep,485810
Light.20.Sep,485822
Light.21.Sep,485834
Light.22.Sep,488760
Light.23.Sep,499143
Light.24.Sep,911337
Light.25.Sep,2112249
LECO,571707
LECO,874526
LIN,947389
LIN,500390
LIN,874532
LNN,1948191
LNN,1948342
LTCBTC,499055
LTCEUR,499053
LTCUSD,499047
LAD,874523
LAD,581244
LFUS,1808143
LFUS,1809984
LYV,903370
LYV,903883
LPSN,912713
LPSN,913885
RAMP,891055
RAMP,891471
LTHM,592897
LTHM,874542
LVGO,1948192
LVGO,1948343
LMT,489010
LMT,462827
L,478919
L,874522
LOGM,875747
LOGM,876319
LPX,2190429
LPX,2190565
LOW,478923
LOW,874539
LITE,890452
LITE,891450
LYFT,891451
LYFT,890693
WLH,903926
LYB,478926
LYB,874546
MTB,478969
MTB,874587
MHO,913581
MHO,913890
M?XCBICP,450622
M?XCBICP3Y,450623
M?XCBICP5Y,450624
M?XCBIGP,450619
M?XCBIGP3Y,450620
M?XCBIGP5Y,450621
M?XCBITR,450625
M?XCBITR3Y,450626
M?XCBITR5Y,450627
MSGE,1730126
MSGS,1730125
MAGE,679
MAGEG,15380
MAGEP,697
MAGEPG,15321
MAGN,16781
SPFB.MAGN,874042
MAGN,22437
MGZ9,892982
MGZ0,1823142
MGH0,909151
MGH1,2048018
MGM9,634006
MGM0,924899
MGU9,874080
MGU0,932000
MAGN09G,763
MAGNG,17538
MLZ0,2110940
MLH1,2110941
MAIL,1938060
MANE,281
MANEG,16042
MASZ,17356
MASZG,15883
MMS,580313
SPFB.MB10-10.06,17431
SPFB.MB10-11.06,17549
SPFB.MB10-12.06,17175
SPFB.MB10-12.07,18627
M0Z8,20831
SPFB.MB10-2.07,17852
SPFB.MB10-3.07,17432
SPFB.MB10-3.08,19685
SPFB.MB10-6.06,16925
SPFB.MB10-6.07,17853
SPFB.MB10-6.08,20010
